companyNumber,companyName,status,incorporationDate,companyType,jurisdiction,registeredAddress,sicCodes,employeeCount,employeeCountSource,estimatedRevenue,revenueSource,estimatedValuation,valuationSource,id,createdAt,updatedAt,lastProcessed,processingStatus,dataQualityScore
"08189718","CELLAR MAISON LIMITED","active",Thu Aug 23 2012 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43320,3,"estimated","122400","estimated","67417","estimated","3f55cc3c-8461-47a9-8348-a9e9f6be9b95",Fri Aug 08 2025 12:29:19 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:19 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:19 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13439515","FUTURE OUTDOOR LIVING & LANDSCAPING LTD","dissolved",Fri Jun 04 2021 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,2,"estimated","52500","estimated","20081","estimated","20a38c2e-3ca9-4b92-8b55-b6379e614afc",Fri Aug 08 2025 12:29:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:18 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15505413","CAV CONSTRUCTION LTD","active",Tue Feb 20 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,41202,3,"estimated","158100","estimated","102804","estimated","7eb42902-a5af-48bf-b941-b44a6c850e30",Fri Aug 08 2025 12:29:16 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:16 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:16 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08519868","CATERHAM CONSTRUCTION SERVICES LIMITED","active",Wed May 08 2013 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,7,"estimated","412300","estimated","360680","estimated","997fcb25-ba3d-40df-bf76-138e1fe1db49",Fri Aug 08 2025 12:29:15 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:15 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:15 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"12710916","CASGROUNDWORKS & CIVILS LTD","dissolved",Wed Jul 01 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],42990,7,"estimated","498750","estimated","549423","estimated","8cc051b3-24b3-4599-a5b6-4ce2280114db",Fri Aug 08 2025 12:29:13 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:13 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:13 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14508552","CARTER BRICKWORK LTD","active",Sun Nov 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41201,41202,3,"estimated","158100","estimated","120946","estimated","9a4a98f3-8e83-41c1-b97e-7506dd3bb5c5",Fri Aug 08 2025 12:29:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:12 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09064872","CARRICK & COMPANY LIMITED","active",Mon Jun 02 2014 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","wales",[object Object],74902,5,"estimated","233750","estimated","171666","estimated","75175170-c3f3-46e4-b3a4-4b257a8f6592",Fri Aug 08 2025 12:29:11 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:11 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:11 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15492905","CAPSTEAD PROPERTY GROUP LIMITED","active",Thu Feb 15 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],68100,68209,2,"estimated","82500","estimated","42075","estimated","4f5f045c-c282-481e-a18d-4e9f287b5090",Fri Aug 08 2025 12:29:09 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:09 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:09 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"05998699","CAPITAL JOINERY LIMITED","active",Wed Nov 15 2006 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],16230,5,"estimated","233750","estimated","182792","estimated","579ea3cd-a73e-42a1-beda-e31c5a7b97c2",Fri Aug 08 2025 12:29:08 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:08 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:08 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"03788215","CALMONT LIMITED","active",Fri Jun 11 1999 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,9,"estimated","530100","estimated","493788","estimated","59017ac0-3fa6-4f08-9be7-6951b21d77f9",Fri Aug 08 2025 12:29:06 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:06 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:06 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"12890396","CAINES BUILDING & RESTORATION LTD","active",Fri Sep 18 2020 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43390,43999,2,"estimated","72000","estimated","33048","estimated","dc1264bc-dc00-4522-a95f-0b0a8d7bf750",Fri Aug 08 2025 12:29:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:05 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13881610","MCQUEEN PLASTERING AND SCREEDING SERVICES LIMITED","active",Mon Jan 31 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43330,2,"estimated","72000","estimated","32400","estimated","a900b038-2887-4237-856c-57d4fe0e795f",Fri Aug 08 2025 12:29:03 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:03 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:03 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"02827591","C S CONCRETE LIMITED","active",Wed Jun 16 1993 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43999,4,"estimated","163200","estimated","95716","estimated","2efb6dc4-aa1a-4176-a531-ad162a9078e3",Fri Aug 08 2025 12:29:01 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:01 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:01 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"01002780","DINGLES BUILDERS (NI) LIMITED","active",Thu Feb 18 1971 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,9,"estimated","530100","estimated","493788","estimated","c45d31e3-88cf-4ada-939f-5dcf6c4d5a3f",Fri Aug 08 2025 12:29:00 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:00 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:29:00 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"SC751672","C S PLASTERING AND RENDERING LIMITED","active",Mon Nov 28 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","scotland",[object Object],43290,43310,2,"estimated","72000","estimated","32400","estimated","a8ad162d-3a8d-4a87-8fcc-a63cd9e6e6dd",Fri Aug 08 2025 12:28:59 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:59 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:59 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"04633066","C J BOND JOINERY LIMITED","dissolved",Fri Jan 10 2003 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43320,4,"estimated","163200","estimated","95716","estimated","b0ac889a-736f-418d-8a60-cb63bd9789e2",Fri Aug 08 2025 12:28:57 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:57 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:57 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08099631","CONNECTIONS EXHIBITIONS INC LTD","active",Mon Jun 11 2012 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],82301,5,"estimated","233750","estimated","171666","estimated","629edeeb-ad42-4662-b40d-a54eadf2c332",Fri Aug 08 2025 12:28:55 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:55 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:55 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10411141","C BROS JOINERY LIMITED","dissolved",Wed Oct 05 2016 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43320,43390,3,"estimated","122400","estimated","67417","estimated","69c80b61-57b3-45d5-a36a-621d554e2ffa",Fri Aug 08 2025 12:28:53 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:53 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:53 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13339702","C & S LANDSCAPES LTD","active",Fri Apr 16 2021 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,2,"estimated","52500","estimated","20081","estimated","de639e5b-486f-4365-b5c7-61b8aba3b12e",Fri Aug 08 2025 12:28:51 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:51 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:51 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"04913474","BYHURST CONSTRUCTION LTD","active",Fri Sep 26 2003 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43220,4,"estimated","163200","estimated","95716","estimated","d8e226e7-4b2f-4d25-a49b-a03e7abaef8d",Fri Aug 08 2025 12:28:48 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:48 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:48 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"03626993","BURHILL HOMES LIMITED","active",Fri Sep 04 1998 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,9,"estimated","530100","estimated","493788","estimated","dd3c4573-eb84-46cc-b261-4880bc23c4b5",Fri Aug 08 2025 12:28:47 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:47 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:47 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14018039","BULMER LANDSCAPING LTD","active",Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,1,"estimated","26250","estimated","9843","estimated","ad79b90a-dc05-4858-9fa7-2f02bccee16c",Fri Aug 08 2025 12:28:46 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:46 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:46 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09611389","ATS BUILD(EXTENSIONS) LTD","dissolved",Thu May 28 2015 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,3,"estimated","158100","estimated","130622","estimated","60a9ed28-69f4-4b66-89b8-1c49207edb3f",Fri Aug 08 2025 12:28:44 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:44 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:44 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11194619","BUILDERS TEAM LTD","active",Thu Feb 08 2018 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,3,"estimated","158100","estimated","123365","estimated","33592e44-a15f-4654-903f-3741dd4573c3",Fri Aug 08 2025 12:28:43 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:43 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:43 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11736587","BUILDER PLUS LTD","active",Thu Dec 20 2018 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,3,"estimated","158100","estimated","123365","estimated","c003356e-8ad8-4799-b08f-5f8ef6d02012",Fri Aug 08 2025 12:28:42 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:42 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:42 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10261038","BUILD PLUS (SUSSEX) LIMITED","dissolved",Mon Jul 04 2016 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,3,"estimated","158100","estimated","130622","estimated","f4255391-21f4-450e-9fb4-c088af2c62c3",Fri Aug 08 2025 12:28:41 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:41 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:41 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08212976","BUCKLEY BUILDING MAINTENANCE LTD","active",Thu Sep 13 2012 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41202,7,"estimated","412300","estimated","360680","estimated","646ebdbe-1109-4e6b-bb77-a97c6b11a1c6",Fri Aug 08 2025 12:28:39 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:39 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:39 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"04877463","BUCKINGHAM LANDSCAPES LIMITED","active",Tue Aug 26 2003 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],82990,6,"estimated","313500","estimated","259578","estimated","e2b1c99c-e5d2-45e9-87a6-45c3c11d72fe",Fri Aug 08 2025 12:28:38 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:38 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:38 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14258032","J.G CARPENTRY AND CONSTRUCTION SERVICES LIMITED","active",Tue Jul 26 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43290,2,"estimated","72000","estimated","32400","estimated","dce82be6-c65a-4b27-85d7-44b08e564564",Fri Aug 08 2025 12:28:37 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:37 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:37 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08651283","BROWN PROPERTY MAINTENANCE LIMITED","dissolved",Thu Aug 15 2013 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],,5,"estimated","233750","estimated","171666","estimated","2a621cf6-9a2b-4f02-b871-ba854d6a2f27",Fri Aug 08 2025 12:28:35 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:35 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:35 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11520848","BROTHERS JOINERY LIMITED","active",Thu Aug 16 2018 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],16230,2,"estimated","82500","estimated","50490","estimated","76ff36ae-3ff9-4e7d-b746-4aa9e92bedae",Fri Aug 08 2025 12:28:34 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:34 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:34 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10766916","BROOKS GARDENING LIMITED","active",Fri May 12 2017 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43999,3,"estimated","122400","estimated","63672","estimated","2ddf7abf-ad1a-4f63-9793-032899b1aa9a",Fri Aug 08 2025 12:28:33 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:33 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:33 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11108788","MASONRY TECH BRICK & STONE COSMETICS LTD","active",Tue Dec 12 2017 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81229,2,"estimated","52500","estimated","20081","estimated","c3b8251f-26c1-45cf-b54f-0e2cb3651b50",Fri Aug 08 2025 12:28:31 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:31 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:31 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14521765","BRETT FREEMAN COPYWRITING LIMITED","active",Fri Dec 02 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],82990,2,"estimated","82500","estimated","49500","estimated","4be3a773-1b9a-4bdb-b7fb-f20ca31d71fe",Fri Aug 08 2025 12:28:30 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:30 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:30 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08692030","BRC PROPERTY MAINTENANCE LIMITED","dissolved",Mon Sep 16 2013 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],,5,"estimated","233750","estimated","171666","estimated","ad3a57a4-02a6-4135-aa60-82df42ef87f8",Fri Aug 08 2025 12:28:29 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:29 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:29 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"16004877","BRAYER DESIGN LTD","active",Tue Oct 08 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],74100,2,"estimated","82500","estimated","42075","estimated","18ff4a14-1c87-4371-b0f6-29e0dbbd2377",Fri Aug 08 2025 12:28:27 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:27 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:27 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09516241","BRANDON ROOFING LTD","active",Sat Mar 28 2015 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,3,"estimated","122400","estimated","67417","estimated","a2f89fdb-2d83-43e2-896e-df2ff596c2b7",Fri Aug 08 2025 12:28:26 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:26 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:26 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"10332444","BRANDON GROUNDWORKS LTD","active",Tue Aug 16 2016 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43130,3,"estimated","122400","estimated","67417","estimated","e0a3a747-d1b0-4014-977f-757630f650da",Fri Aug 08 2025 12:28:25 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:25 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:25 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"04818834","ABBEY STONEWORK LIMITED","active",Wed Jul 02 2003 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43390,4,"estimated","163200","estimated","95716","estimated","ebc9f20f-4bb0-445e-9636-6ebf879159ec",Fri Aug 08 2025 12:28:22 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:22 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:22 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15198277","A BOWER UK LTD","dissolved",Mon Oct 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],49410,2,"estimated","82500","estimated","49500","estimated","d90f8d14-5fb7-40c5-8286-b311e8ca63a8",Fri Aug 08 2025 12:28:21 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:21 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:21 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"16150479","BOSSDECOR LTD","active",Mon Dec 23 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43330,43341,43390,2,"estimated","72000","estimated","27540","estimated","09b69c4b-d167-4aef-9f0b-039b5c12389c",Fri Aug 08 2025 12:28:20 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:20 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:20 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09917745","FORETLDN LIMITED","active",Tue Dec 15 2015 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],82990,4,"estimated","187000","estimated","137332","estimated","1cb02a55-c5d9-4c54-b428-410297a5f97a",Fri Aug 08 2025 12:28:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:18 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:18 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11009819","BNS FOOD & BEVERAGE LONDON LTD","active",Thu Oct 12 2017 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],56103,2,"estimated","82500","estimated","50490","estimated","4ef9de83-2b7a-43ed-b95b-b3c946636a03",Fri Aug 08 2025 12:28:17 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:17 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:17 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14668946","BNC LANDSCAPING TEAM LTD","active",Thu Feb 16 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,1,"estimated","26250","estimated","9843","estimated","4d78c162-04f4-40b8-ba9a-168a532832ae",Fri Aug 08 2025 12:28:16 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:16 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:16 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"13306885","BML BRICKWORK & BUILDERS LTD","active",Wed Mar 31 2021 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41100,41201,41202,81300,3,"estimated","158100","estimated","123365","estimated","5d9ff995-a276-4393-bec5-e8a2cce1346a",Fri Aug 08 2025 12:28:14 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:14 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:14 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"15744494","AAA LANDSCAPE GARDENERS LTD","active",Mon May 27 2024 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,1,"estimated","26250","estimated","8367","estimated","20afee8f-8be7-41fc-8eb4-b6f16f91fd70",Fri Aug 08 2025 12:28:13 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:13 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:13 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"05554977","BLOOMIN MARVELLOUS LANDSCAPES LTD","active",Tue Sep 06 2005 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,2,"estimated","52500","estimated","22640","estimated","17cce67a-bdf2-4de9-a00d-e3765fa54650",Fri Aug 08 2025 12:28:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:12 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:12 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"05678181","BLD BRICKCUTTERS LIMITED","dissolved",Tue Jan 17 2006 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],4525,5,"estimated","233750","estimated","182792","estimated","85df8499-ef62-43b3-b1e3-c1f962f0c76b",Fri Aug 08 2025 12:28:11 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:11 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:11 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"09754323","BLACKHAWK ROOFING SERVICES LTD","active",Fri Aug 28 2015 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],43910,3,"estimated","122400","estimated","67417","estimated","c9da8cc4-0c3e-4060-9b23-6cc90adffea2",Fri Aug 08 2025 12:28:09 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:09 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:09 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14334739","BEST LANDSCAPING & GARDENING LTD","dissolved",Sun Sep 04 2022 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],81300,1,"estimated","26250","estimated","9843","estimated","0744cd5a-9fc1-41e5-8897-abceeae0ff4f",Fri Aug 08 2025 12:28:08 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:08 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:08 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"08349187","BESPOKE FURNITURE LTD","dissolved",Mon Jan 07 2013 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],31020,31090,5,"estimated","233750","estimated","171666","estimated","079b7df8-9185-44fa-8467-2deb9c1fedd1",Fri Aug 08 2025 12:28:06 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:06 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:06 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"SC637765","A & C GARDENS & LANDSCAPES LTD","active",Fri Aug 02 2019 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","scotland",[object Object],81300,2,"estimated","52500","estimated","20081","estimated","2231276d-9641-4e3b-8120-e851131087df",Fri Aug 08 2025 12:28:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:05 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:05 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"07711206","BERRYLANDS LIMITED","active",Tue Jul 19 2011 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],68209,5,"estimated","233750","estimated","171666","estimated","65f31d42-a0a9-4925-b48d-c449be2ec6f8",Fri Aug 08 2025 12:28:04 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:04 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:04 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"14882271","BERRY & CO PROPERTY MANAGEMENT AND SERVICES LIMITED","active",Fri May 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41201,41202,68209,68320,3,"estimated","158100","estimated","120946","estimated","7cc39dfe-fe11-4b8a-98cf-cb8f9e4d1125",Fri Aug 08 2025 12:28:03 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:03 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:03 GMT+0000 (Coordinated Universal Time),"completed","0.95"
"11754644","BERMUDA CONSTRUCTION LTD","active",Tue Jan 08 2019 00:00:00 GMT+0000 (Coordinated Universal Time),"ltd","england-wales",[object Object],41201,41202,3,"estimated","158100","estimated","123365","estimated","6518b7b5-e71a-4f5f-bee0-de36a6442715",Fri Aug 08 2025 12:28:01 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:01 GMT+0000 (Coordinated Universal Time),Fri Aug 08 2025 12:28:01 GMT+0000 (Coordinated Universal Time),"completed","0.95"
